TripID,Reference,Sampling_Date,Project_1,Project_2,Project_3,WorkUp,Stratum,Gear,Rep,LocationInstrument,Longitude,Latitude,End_Longitude,End_Latitude,Station_1,Station_2,Station_3,PrimaryInvestigator,Crew1,Crew2,Crew3,Crew4,StartTime,TimeZone,StartDepth,Zone,Subzone,Grid,TempInstrument,CondInstrument,pHInstrument,SalInstrument,DisO2Instrument,HydroInstrument,Secchi_on_bottom,Secchi_depth,Sediment_Depth,SAM,BottomVegCover,Seagrass_habitat_descriptor,Distance_to_edge,TotalShoreCover,Total_Over_Site,TotalShoreDamaged,Intermittent_land,Dist_to_Shore,Dist_to_ShoreType,Dist_to_MHTM,BycatchQuantity,BankDistance,Bank,ShoreDistance,Event,Procedural_exception,RecordPerson,Historic_Reference,Habitat_record_id,BottomType,BottomVeg,BottomVegRatio,Level,ShoreType,Inund,Over,ShoreTypeRatio,ByCatchType,ByCatchRatio,Depth,Beg_end,Temperature,Conductivity,pH,Salinity,DissolvedO2,Period,WindDirection,WindSpeed,CloudCover,Precipitation,Tide,Current
ANM20041002,ANM2004100204,2004-10-19,AR,. ,. ,S,D,23,1,G,-82.729617,28.1688,NA,NA,AN0410013,.,.,6021,6024,6222,6219,NA,10:29:00,EDT,0.6,5,.,9,U,U,U,U,U,U,YES,0.6,NA,.,0,NA,NA,100,NA,NA,0,0,0,99,0,NA,.,NA,NO,.,6021,ANM04100204,1,S,NO,0,1,JU,YES,NO,10,NO,0,0.2,B,24.6,6,7,3.3,4,2,E,8,100,N,LF,NA
ANM20041002,ANM2004100204,2004-10-19,AR,. ,. ,S,D,23,1,G,-82.729617,28.1688,NA,NA,AN0410013,.,.,6021,6024,6222,6219,NA,10:29:00,EDT,0.6,5,.,9,U,U,U,U,U,U,YES,0.6,NA,.,0,NA,NA,100,NA,NA,0,0,0,99,0,NA,.,NA,NO,.,6021,ANM04100204,1,S,NO,0,1,JU,YES,NO,10,NO,0,0.6,B,24.7,6.3,6.9,3.4,3.9,2,E,8,100,N,LF,NA
ANM20041002,ANM2004100204,2004-10-19,AR,. ,. ,S,D,23,1,G,-82.729617,28.1688,NA,NA,AN0410013,.,.,6021,6024,6222,6219,NA,10:29:00,EDT,0.6,5,.,9,U,U,U,U,U,U,YES,0.6,NA,.,0,NA,NA,100,NA,NA,0,0,0,99,0,NA,.,NA,NO,.,6021,ANM04100204,2,M,.,NA,NA,.,.,.,0,.,NA,0.2,B,24.6,6,7,3.3,4,2,E,8,100,N,LF,NA
ANM20041002,ANM2004100204,2004-10-19,AR,. ,. ,S,D,23,1,G,-82.729617,28.1688,NA,NA,AN0410013,.,.,6021,6024,6222,6219,NA,10:29:00,EDT,0.6,5,.,9,U,U,U,U,U,U,YES,0.6,NA,.,0,NA,NA,100,NA,NA,0,0,0,99,0,NA,.,NA,NO,.,6021,ANM04100204,2,M,.,NA,NA,.,.,.,0,.,NA,0.6,B,24.7,6.3,6.9,3.4,3.9,2,E,8,100,N,LF,NA
ANM20041002,ANM2004100205,2004-10-19,AR,. ,. ,S,C,23,1,G,-82.716917,28.183417,NA,NA,AN0410016,.,.,6021,6024,6222,6219,NA,11:07:00,EDT,0.6,6,.,11,U,U,U,U,U,U,YES,0.6,NA,.,0,NA,NA,100,NA,NA,0,0,0,1,0,NA,.,NA,NO,.,6021,ANM04100205,1,S,NO,0,1,TV,YES,NO,10,NO,0,0.2,B,22.4,0.2,7.4,0.1,6.6,2,E,3,100,N,LF,NA
ANM20041002,ANM2004100205,2004-10-19,AR,. ,. ,S,C,23,1,G,-82.716917,28.183417,NA,NA,AN0410016,.,.,6021,6024,6222,6219,NA,11:07:00,EDT,0.6,6,.,11,U,U,U,U,U,U,YES,0.6,NA,.,0,NA,NA,100,NA,NA,0,0,0,1,0,NA,.,NA,NO,.,6021,ANM04100205,1,S,NO,0,1,TV,YES,NO,10,NO,0,0.6,B,22.3,0.2,7.4,0.1,5.6,2,E,3,100,N,LF,NA
ANM20041002,ANM2004100205,2004-10-19,AR,. ,. ,S,C,23,1,G,-82.716917,28.183417,NA,NA,AN0410016,.,.,6021,6024,6222,6219,NA,11:07:00,EDT,0.6,6,.,11,U,U,U,U,U,U,YES,0.6,NA,.,0,NA,NA,100,NA,NA,0,0,0,1,0,NA,.,NA,NO,.,6021,ANM04100205,2,.,.,NA,2,TO,NO,YES,5,.,NA,0.2,B,22.4,0.2,7.4,0.1,6.6,2,E,3,100,N,LF,NA
ANM20041002,ANM2004100205,2004-10-19,AR,. ,. ,S,C,23,1,G,-82.716917,28.183417,NA,NA,AN0410016,.,.,6021,6024,6222,6219,NA,11:07:00,EDT,0.6,6,.,11,U,U,U,U,U,U,YES,0.6,NA,.,0,NA,NA,100,NA,NA,0,0,0,1,0,NA,.,NA,NO,.,6021,ANM04100205,2,.,.,NA,2,TO,NO,YES,5,.,NA,0.6,B,22.3,0.2,7.4,0.1,5.6,2,E,3,100,N,LF,NA
ANM20041002,ANM2004100206,2004-10-19,AR,. ,. ,S,D,23,1,G,-82.714717,28.1847,NA,NA,AN0410017,.,.,6021,6024,6222,6219,NA,11:18:00,EDT,0.8,6,.,12,U,U,U,U,U,U,YES,0.8,NA,.,0,NA,NA,100,NA,NA,0,0,0,3,1,NA,.,NA,NO,.,6021,ANM04100206,1,S,NO,0,1,JU,YES,NO,10,ST,5,0.2,B,22.3,0,7.3,0,5.5,2,E,3,100,N,LF,NA
ANM20041002,ANM2004100206,2004-10-19,AR,. ,. ,S,D,23,1,G,-82.714717,28.1847,NA,NA,AN0410017,.,.,6021,6024,6222,6219,NA,11:18:00,EDT,0.8,6,.,12,U,U,U,U,U,U,YES,0.8,NA,.,0,NA,NA,100,NA,NA,0,0,0,3,1,NA,.,NA,NO,.,6021,ANM04100206,1,S,NO,0,1,JU,YES,NO,10,ST,5,0.8,B,22.2,0.2,7.2,0.1,5.1,2,E,3,100,N,LF,NA
ANM20041002,ANM2004100206,2004-10-19,AR,. ,. ,S,D,23,1,G,-82.714717,28.1847,NA,NA,AN0410017,.,.,6021,6024,6222,6219,NA,11:18:00,EDT,0.8,6,.,12,U,U,U,U,U,U,YES,0.8,NA,.,0,NA,NA,100,NA,NA,0,0,0,3,1,NA,.,NA,NO,.,6021,ANM04100206,2,.,.,NA,2,TO,NO,NO,10,LL,5,0.2,B,22.3,0,7.3,0,5.5,2,E,3,100,N,LF,NA
ANM20041002,ANM2004100206,2004-10-19,AR,. ,. ,S,D,23,1,G,-82.714717,28.1847,NA,NA,AN0410017,.,.,6021,6024,6222,6219,NA,11:18:00,EDT,0.8,6,.,12,U,U,U,U,U,U,YES,0.8,NA,.,0,NA,NA,100,NA,NA,0,0,0,3,1,NA,.,NA,NO,.,6021,ANM04100206,2,.,.,NA,2,TO,NO,NO,10,LL,5,0.8,B,22.2,0.2,7.2,0.1,5.1,2,E,3,100,N,LF,NA
ANM20041002,ANM2004100207,2004-10-19,AR,. ,. ,S,.,301,1,G,-82.7181,28.18655,NA,NA,AN0410018,.,.,6075,6024,6222,6219,NA,11:54:00,EDT,1.6,6,.,11,U,U,U,U,U,U,NO,0.5,NA,.,NA,NA,NA,100,NA,NA,0,8,8,9,2,NA,.,NA,NO,.,6021,ANM04100207,1,U,UN,NA,1,SW,YES,NO,10,LL,5,0.2,B,22.1,0.2,7.5,0.1,5.6,2,E,3,100,N,LS,NA
ANM20041002,ANM2004100207,2004-10-19,AR,. ,. ,S,.,301,1,G,-82.7181,28.18655,NA,NA,AN0410018,.,.,6075,6024,6222,6219,NA,11:54:00,EDT,1.6,6,.,11,U,U,U,U,U,U,NO,0.5,NA,.,NA,NA,NA,100,NA,NA,0,8,8,9,2,NA,.,NA,NO,.,6021,ANM04100207,1,U,UN,NA,1,SW,YES,NO,10,LL,5,1,B,22,0.2,7.4,0.1,5.3,2,E,3,100,N,LS,NA
ANM20041002,ANM2004100207,2004-10-19,AR,. ,. ,S,.,301,1,G,-82.7181,28.18655,NA,NA,AN0410018,.,.,6075,6024,6222,6219,NA,11:54:00,EDT,1.6,6,.,11,U,U,U,U,U,U,NO,0.5,NA,.,NA,NA,NA,100,NA,NA,0,8,8,9,2,NA,.,NA,NO,.,6021,ANM04100207,1,U,UN,NA,1,SW,YES,NO,10,LL,5,1.6,B,20,0.2,7.3,0.1,5.1,2,E,3,100,N,LS,NA
ANM20041002,ANM2004100207,2004-10-19,AR,. ,. ,S,.,301,1,G,-82.7181,28.18655,NA,NA,AN0410018,.,.,6075,6024,6222,6219,NA,11:54:00,EDT,1.6,6,.,11,U,U,U,U,U,U,NO,0.5,NA,.,NA,NA,NA,100,NA,NA,0,8,8,9,2,NA,.,NA,NO,.,6021,ANM04100207,2,.,.,NA,1,LF,YES,NO,10,ST,5,0.2,B,22.1,0.2,7.5,0.1,5.6,2,E,3,100,N,LS,NA
ANM20041002,ANM2004100207,2004-10-19,AR,. ,. ,S,.,301,1,G,-82.7181,28.18655,NA,NA,AN0410018,.,.,6075,6024,6222,6219,NA,11:54:00,EDT,1.6,6,.,11,U,U,U,U,U,U,NO,0.5,NA,.,NA,NA,NA,100,NA,NA,0,8,8,9,2,NA,.,NA,NO,.,6021,ANM04100207,2,.,.,NA,1,LF,YES,NO,10,ST,5,1,B,22,0.2,7.4,0.1,5.3,2,E,3,100,N,LS,NA
ANM20041002,ANM2004100207,2004-10-19,AR,. ,. ,S,.,301,1,G,-82.7181,28.18655,NA,NA,AN0410018,.,.,6075,6024,6222,6219,NA,11:54:00,EDT,1.6,6,.,11,U,U,U,U,U,U,NO,0.5,NA,.,NA,NA,NA,100,NA,NA,0,8,8,9,2,NA,.,NA,NO,.,6021,ANM04100207,2,.,.,NA,1,LF,YES,NO,10,ST,5,1.6,B,20,0.2,7.3,0.1,5.1,2,E,3,100,N,LS,NA
ANM20041002,ANM2004100207,2004-10-19,AR,. ,. ,S,.,301,1,G,-82.7181,28.18655,NA,NA,AN0410018,.,.,6075,6024,6222,6219,NA,11:54:00,EDT,1.6,6,.,11,U,U,U,U,U,U,NO,0.5,NA,.,NA,NA,NA,100,NA,NA,0,8,8,9,2,NA,.,NA,NO,.,6021,ANM04100207,3,.,.,NA,1,JU,YES,NO,10,.,NA,0.2,B,22.1,0.2,7.5,0.1,5.6,2,E,3,100,N,LS,NA
ANM20041002,ANM2004100207,2004-10-19,AR,. ,. ,S,.,301,1,G,-82.7181,28.18655,NA,NA,AN0410018,.,.,6075,6024,6222,6219,NA,11:54:00,EDT,1.6,6,.,11,U,U,U,U,U,U,NO,0.5,NA,.,NA,NA,NA,100,NA,NA,0,8,8,9,2,NA,.,NA,NO,.,6021,ANM04100207,3,.,.,NA,1,JU,YES,NO,10,.,NA,1,B,22,0.2,7.4,0.1,5.3,2,E,3,100,N,LS,NA
ANM20041002,ANM2004100207,2004-10-19,AR,. ,. ,S,.,301,1,G,-82.7181,28.18655,NA,NA,AN0410018,.,.,6075,6024,6222,6219,NA,11:54:00,EDT,1.6,6,.,11,U,U,U,U,U,U,NO,0.5,NA,.,NA,NA,NA,100,NA,NA,0,8,8,9,2,NA,.,NA,NO,.,6021,ANM04100207,3,.,.,NA,1,JU,YES,NO,10,.,NA,1.6,B,20,0.2,7.3,0.1,5.1,2,E,3,100,N,LS,NA
ANM20041101,ANM2004110101,2004-11-09,AR,. ,. ,S,D,23,1,G,-82.723983,28.1734,NA,NA,AN0411014,.,.,6074,6219,6032,6222,NA,08:50:00,EST,0.4,5,.,9,B,B,B,B,B,B,YES,0.4,NA,.,0,NA,NA,100,NA,NA,0,0,0,15,0.5,NA,.,NA,NO,.,6074,ANM04110101,1,S,NO,0,1,JU,YES,NO,10,LL,5,0.2,B,21.9,15.1,7.1,8.8,5,2,NE,4,10,N,HR,NA
ANM20041101,ANM2004110101,2004-11-09,AR,. ,. ,S,D,23,1,G,-82.723983,28.1734,NA,NA,AN0411014,.,.,6074,6219,6032,6222,NA,08:50:00,EST,0.4,5,.,9,B,B,B,B,B,B,YES,0.4,NA,.,0,NA,NA,100,NA,NA,0,0,0,15,0.5,NA,.,NA,NO,.,6074,ANM04110101,2,.,.,NA,2,TO,NO,NO,4,ST,5,0.2,B,21.9,15.1,7.1,8.8,5,2,NE,4,10,N,HR,NA
ANM20041101,ANM2004110102,2004-11-09,AR,. ,. ,S,D,23,1,G,-82.731867,28.169633,NA,NA,AN0411013,.,.,6074,6219,6032,6222,NA,09:20:00,EST,0.7,5,.,9,B,B,B,B,B,B,YES,0.7,NA,.,0,NA,NA,100,NA,NA,10,0,0,15,0,NA,.,NA,NO,.,6074,ANM04110102,1,M,NO,0,1,JU,YES,NO,10,NO,0,0.2,B,21.7,18.1,7.3,10.6,5.1,2,NE,8,10,N,HR,NA
ANM20041101,ANM2004110102,2004-11-09,AR,. ,. ,S,D,23,1,G,-82.731867,28.169633,NA,NA,AN0411013,.,.,6074,6219,6032,6222,NA,09:20:00,EST,0.7,5,.,9,B,B,B,B,B,B,YES,0.7,NA,.,0,NA,NA,100,NA,NA,10,0,0,15,0,NA,.,NA,NO,.,6074,ANM04110102,1,M,NO,0,1,JU,YES,NO,10,NO,0,0.7,B,21.7,18.4,7.3,10.9,5,2,NE,8,10,N,HR,NA
ANM20041101,ANM2004110102,2004-11-09,AR,. ,. ,S,D,23,1,G,-82.731867,28.169633,NA,NA,AN0411013,.,.,6074,6219,6032,6222,NA,09:20:00,EST,0.7,5,.,9,B,B,B,B,B,B,YES,0.7,NA,.,0,NA,NA,100,NA,NA,10,0,0,15,0,NA,.,NA,NO,.,6074,ANM04110102,2,.,.,NA,1,MA,YES,NO,2,.,NA,0.2,B,21.7,18.1,7.3,10.6,5.1,2,NE,8,10,N,HR,NA
ANM20041101,ANM2004110102,2004-11-09,AR,. ,. ,S,D,23,1,G,-82.731867,28.169633,NA,NA,AN0411013,.,.,6074,6219,6032,6222,NA,09:20:00,EST,0.7,5,.,9,B,B,B,B,B,B,YES,0.7,NA,.,0,NA,NA,100,NA,NA,10,0,0,15,0,NA,.,NA,NO,.,6074,ANM04110102,2,.,.,NA,1,MA,YES,NO,2,.,NA,0.7,B,21.7,18.4,7.3,10.9,5,2,NE,8,10,N,HR,NA
ANM20041101,ANM2004110103,2004-11-09,AR,. ,. ,S,D,23,1,G,-82.743017,28.159267,NA,NA,AN0411011,.,.,6074,6219,6032,6222,NA,09:45:00,EST,0.5,4,.,7,B,B,B,B,B,B,YES,0.5,NA,.,0,NA,NA,100,NA,NA,10,0,0,50,0,NA,.,NA,NO,.,6074,ANM04110103,1,S,NO,0,1,JU,YES,NO,10,NO,0,0.2,B,22.2,29.5,7.7,18.3,5.8,2,NE,8,10,N,HR,NA
ANM20041101,ANM2004110103,2004-11-09,AR,. ,. ,S,D,23,1,G,-82.743017,28.159267,NA,NA,AN0411011,.,.,6074,6219,6032,6222,NA,09:45:00,EST,0.5,4,.,7,B,B,B,B,B,B,YES,0.5,NA,.,0,NA,NA,100,NA,NA,10,0,0,50,0,NA,.,NA,NO,.,6074,ANM04110103,1,S,NO,0,1,JU,YES,NO,10,NO,0,0.5,B,22.2,29.6,7.7,18.3,5.6,2,NE,8,10,N,HR,NA
ANM20041101,ANM2004110103,2004-11-09,AR,. ,. ,S,D,23,1,G,-82.743017,28.159267,NA,NA,AN0411011,.,.,6074,6219,6032,6222,NA,09:45:00,EST,0.5,4,.,7,B,B,B,B,B,B,YES,0.5,NA,.,0,NA,NA,100,NA,NA,10,0,0,50,0,NA,.,NA,NO,.,6074,ANM04110103,2,.,.,NA,1,MA,YES,YES,1,.,NA,0.2,B,22.2,29.5,7.7,18.3,5.8,2,NE,8,10,N,HR,NA
ANM20041101,ANM2004110103,2004-11-09,AR,. ,. ,S,D,23,1,G,-82.743017,28.159267,NA,NA,AN0411011,.,.,6074,6219,6032,6222,NA,09:45:00,EST,0.5,4,.,7,B,B,B,B,B,B,YES,0.5,NA,.,0,NA,NA,100,NA,NA,10,0,0,50,0,NA,.,NA,NO,.,6074,ANM04110103,2,.,.,NA,1,MA,YES,YES,1,.,NA,0.5,B,22.2,29.6,7.7,18.3,5.6,2,NE,8,10,N,HR,NA
ANM20041101,ANM2004110104,2004-11-09,AR,. ,. ,S,C,23,1,G,-82.748217,28.156683,NA,NA,AN0411010,.,.,6074,6219,6032,6222,NA,10:05:00,EST,0.8,4,.,7,B,B,B,B,B,B,YES,0.8,NA,.,0,NA,NA,100,NA,NA,10,0,2,30,0,NA,.,NA,NO,.,6074,ANM04110104,1,M,NO,0,1,MA,YES,YES,10,NO,0,0.2,B,22.3,33.3,7.9,20.9,6.7,2,NE,12,15,N,HR,NA
ANM20041101,ANM2004110104,2004-11-09,AR,. ,. ,S,C,23,1,G,-82.748217,28.156683,NA,NA,AN0411010,.,.,6074,6219,6032,6222,NA,10:05:00,EST,0.8,4,.,7,B,B,B,B,B,B,YES,0.8,NA,.,0,NA,NA,100,NA,NA,10,0,2,30,0,NA,.,NA,NO,.,6074,ANM04110104,1,M,NO,0,1,MA,YES,YES,10,NO,0,0.8,B,22.3,33.7,7.9,21.1,6,2,NE,12,15,N,HR,NA
ANM20041101,ANM2004110104,2004-11-09,AR,. ,. ,S,C,23,1,G,-82.748217,28.156683,NA,NA,AN0411010,.,.,6074,6219,6032,6222,NA,10:05:00,EST,0.8,4,.,7,B,B,B,B,B,B,YES,0.8,NA,.,0,NA,NA,100,NA,NA,10,0,2,30,0,NA,.,NA,NO,.,6074,ANM04110104,2,S,.,NA,2,JU,YES,NO,10,.,NA,0.2,B,22.3,33.3,7.9,20.9,6.7,2,NE,12,15,N,HR,NA
ANM20041101,ANM2004110104,2004-11-09,AR,. ,. ,S,C,23,1,G,-82.748217,28.156683,NA,NA,AN0411010,.,.,6074,6219,6032,6222,NA,10:05:00,EST,0.8,4,.,7,B,B,B,B,B,B,YES,0.8,NA,.,0,NA,NA,100,NA,NA,10,0,2,30,0,NA,.,NA,NO,.,6074,ANM04110104,2,S,.,NA,2,JU,YES,NO,10,.,NA,0.8,B,22.3,33.7,7.9,21.1,6,2,NE,12,15,N,HR,NA
ANM20041101,ANM2004110105,2004-11-09,AR,. ,. ,S,.,300,1,G,-82.735817,28.166617,NA,NA,AN0411012,.,.,6074,6219,6032,6222,NA,10:30:00,EST,2.7,4,.,7,B,B,B,B,B,B,NO,1.7,NA,.,0,NA,NA,100,NA,NA,10,15,15,40,0,NA,.,NA,NO,.,6074,ANM04110105,1,M,NO,0,1,JU,YES,NO,10,NO,0,0.2,B,22.3,23.5,7.5,14.1,5.8,2,NE,5,15,N,HR,NA
ANM20041101,ANM2004110105,2004-11-09,AR,. ,. ,S,.,300,1,G,-82.735817,28.166617,NA,NA,AN0411012,.,.,6074,6219,6032,6222,NA,10:30:00,EST,2.7,4,.,7,B,B,B,B,B,B,NO,1.7,NA,.,0,NA,NA,100,NA,NA,10,15,15,40,0,NA,.,NA,NO,.,6074,ANM04110105,1,M,NO,0,1,JU,YES,NO,10,NO,0,1,B,22.2,24,7.5,14.5,5.5,2,NE,5,15,N,HR,NA
ANM20041101,ANM2004110105,2004-11-09,AR,. ,. ,S,.,300,1,G,-82.735817,28.166617,NA,NA,AN0411012,.,.,6074,6219,6032,6222,NA,10:30:00,EST,2.7,4,.,7,B,B,B,B,B,B,NO,1.7,NA,.,0,NA,NA,100,NA,NA,10,15,15,40,0,NA,.,NA,NO,.,6074,ANM04110105,1,M,NO,0,1,JU,YES,NO,10,NO,0,2,B,22.2,24.2,7.5,14.6,5.3,2,NE,5,15,N,HR,NA
ANM20041101,ANM2004110105,2004-11-09,AR,. ,. ,S,.,300,1,G,-82.735817,28.166617,NA,NA,AN0411012,.,.,6074,6219,6032,6222,NA,10:30:00,EST,2.7,4,.,7,B,B,B,B,B,B,NO,1.7,NA,.,0,NA,NA,100,NA,NA,10,15,15,40,0,NA,.,NA,NO,.,6074,ANM04110105,2,S,.,NA,1,MA,YES,NO,9,.,NA,0.2,B,22.3,23.5,7.5,14.1,5.8,2,NE,5,15,N,HR,NA
ANM20041101,ANM2004110105,2004-11-09,AR,. ,. ,S,.,300,1,G,-82.735817,28.166617,NA,NA,AN0411012,.,.,6074,6219,6032,6222,NA,10:30:00,EST,2.7,4,.,7,B,B,B,B,B,B,NO,1.7,NA,.,0,NA,NA,100,NA,NA,10,15,15,40,0,NA,.,NA,NO,.,6074,ANM04110105,2,S,.,NA,1,MA,YES,NO,9,.,NA,1,B,22.2,24,7.5,14.5,5.5,2,NE,5,15,N,HR,NA
ANM20041101,ANM2004110105,2004-11-09,AR,. ,. ,S,.,300,1,G,-82.735817,28.166617,NA,NA,AN0411012,.,.,6074,6219,6032,6222,NA,10:30:00,EST,2.7,4,.,7,B,B,B,B,B,B,NO,1.7,NA,.,0,NA,NA,100,NA,NA,10,15,15,40,0,NA,.,NA,NO,.,6074,ANM04110105,2,S,.,NA,1,MA,YES,NO,9,.,NA,2,B,22.2,24.2,7.5,14.6,5.3,2,NE,5,15,N,HR,NA
ANM20041101,ANM2004110106,2004-11-09,AR,. ,. ,S,.,300,1,G,-82.72425,28.1724,NA,NA,AN0411015,.,.,6074,6219,6032,6222,NA,11:05:00,EST,3.1,5,.,9,B,B,B,B,B,B,NO,1.5,NA,.,0,NA,NA,NA,NA,NA,0,15,15,15,0.5,NA,.,NA,NO,.,6074,ANM04110106,1,M,NO,0,NA,JU,.,.,NA,ST,10,0.2,B,22.3,18.3,7.3,10.8,6.1,2,NE,10,15,N,HS,NA
ANM20041101,ANM2004110106,2004-11-09,AR,. ,. ,S,.,300,1,G,-82.72425,28.1724,NA,NA,AN0411015,.,.,6074,6219,6032,6222,NA,11:05:00,EST,3.1,5,.,9,B,B,B,B,B,B,NO,1.5,NA,.,0,NA,NA,NA,NA,NA,0,15,15,15,0.5,NA,.,NA,NO,.,6074,ANM04110106,1,M,NO,0,NA,JU,.,.,NA,ST,10,1,B,22.2,18.4,7.3,10.9,5.5,2,NE,10,15,N,HS,NA
ANM20041101,ANM2004110106,2004-11-09,AR,. ,. ,S,.,300,1,G,-82.72425,28.1724,NA,NA,AN0411015,.,.,6074,6219,6032,6222,NA,11:05:00,EST,3.1,5,.,9,B,B,B,B,B,B,NO,1.5,NA,.,0,NA,NA,NA,NA,NA,0,15,15,15,0.5,NA,.,NA,NO,.,6074,ANM04110106,1,M,NO,0,NA,JU,.,.,NA,ST,10,2,B,22.2,18.4,7.3,10.9,5.1,2,NE,10,15,N,HS,NA
ANM20041101,ANM2004110106,2004-11-09,AR,. ,. ,S,.,300,1,G,-82.72425,28.1724,NA,NA,AN0411015,.,.,6074,6219,6032,6222,NA,11:05:00,EST,3.1,5,.,9,B,B,B,B,B,B,NO,1.5,NA,.,0,NA,NA,NA,NA,NA,0,15,15,15,0.5,NA,.,NA,NO,.,6074,ANM04110106,1,M,NO,0,NA,JU,.,.,NA,ST,10,2.9,B,22.2,18.5,7.3,10.9,4.9,2,NE,10,15,N,HS,NA
ANM20041101,ANM2004110106,2004-11-09,AR,. ,. ,S,.,300,1,G,-82.72425,28.1724,NA,NA,AN0411015,.,.,6074,6219,6032,6222,NA,11:05:00,EST,3.1,5,.,9,B,B,B,B,B,B,NO,1.5,NA,.,0,NA,NA,NA,NA,NA,0,15,15,15,0.5,NA,.,NA,NO,.,6074,ANM04110106,2,.,.,NA,NA,TA,.,.,NA,.,NA,0.2,B,22.3,18.3,7.3,10.8,6.1,2,NE,10,15,N,HS,NA
ANM20041101,ANM2004110106,2004-11-09,AR,. ,. ,S,.,300,1,G,-82.72425,28.1724,NA,NA,AN0411015,.,.,6074,6219,6032,6222,NA,11:05:00,EST,3.1,5,.,9,B,B,B,B,B,B,NO,1.5,NA,.,0,NA,NA,NA,NA,NA,0,15,15,15,0.5,NA,.,NA,NO,.,6074,ANM04110106,2,.,.,NA,NA,TA,.,.,NA,.,NA,1,B,22.2,18.4,7.3,10.9,5.5,2,NE,10,15,N,HS,NA
ANM20041101,ANM2004110106,2004-11-09,AR,. ,. ,S,.,300,1,G,-82.72425,28.1724,NA,NA,AN0411015,.,.,6074,6219,6032,6222,NA,11:05:00,EST,3.1,5,.,9,B,B,B,B,B,B,NO,1.5,NA,.,0,NA,NA,NA,NA,NA,0,15,15,15,0.5,NA,.,NA,NO,.,6074,ANM04110106,2,.,.,NA,NA,TA,.,.,NA,.,NA,2,B,22.2,18.4,7.3,10.9,5.1,2,NE,10,15,N,HS,NA
ANM20041101,ANM2004110106,2004-11-09,AR,. ,. ,S,.,300,1,G,-82.72425,28.1724,NA,NA,AN0411015,.,.,6074,6219,6032,6222,NA,11:05:00,EST,3.1,5,.,9,B,B,B,B,B,B,NO,1.5,NA,.,0,NA,NA,NA,NA,NA,0,15,15,15,0.5,NA,.,NA,NO,.,6074,ANM04110106,2,.,.,NA,NA,TA,.,.,NA,.,NA,2.9,B,22.2,18.5,7.3,10.9,4.9,2,NE,10,15,N,HS,NA
ANM20041101,ANM2004110106,2004-11-09,AR,. ,. ,S,.,300,1,G,-82.72425,28.1724,NA,NA,AN0411015,.,.,6074,6219,6032,6222,NA,11:05:00,EST,3.1,5,.,9,B,B,B,B,B,B,NO,1.5,NA,.,0,NA,NA,NA,NA,NA,0,15,15,15,0.5,NA,.,NA,NO,.,6074,ANM04110106,3,.,.,NA,NA,TO,.,.,NA,.,NA,0.2,B,22.3,18.3,7.3,10.8,6.1,2,NE,10,15,N,HS,NA
ANM20041101,ANM2004110106,2004-11-09,AR,. ,. ,S,.,300,1,G,-82.72425,28.1724,NA,NA,AN0411015,.,.,6074,6219,6032,6222,NA,11:05:00,EST,3.1,5,.,9,B,B,B,B,B,B,NO,1.5,NA,.,0,NA,NA,NA,NA,NA,0,15,15,15,0.5,NA,.,NA,NO,.,6074,ANM04110106,3,.,.,NA,NA,TO,.,.,NA,.,NA,1,B,22.2,18.4,7.3,10.9,5.5,2,NE,10,15,N,HS,NA
ANM20041101,ANM2004110106,2004-11-09,AR,. ,. ,S,.,300,1,G,-82.72425,28.1724,NA,NA,AN0411015,.,.,6074,6219,6032,6222,NA,11:05:00,EST,3.1,5,.,9,B,B,B,B,B,B,NO,1.5,NA,.,0,NA,NA,NA,NA,NA,0,15,15,15,0.5,NA,.,NA,NO,.,6074,ANM04110106,3,.,.,NA,NA,TO,.,.,NA,.,NA,2,B,22.2,18.4,7.3,10.9,5.1,2,NE,10,15,N,HS,NA
